city,lat,lng,country,iso2,admin_name,capital,population,population_proper
San Andres,13.6000,124.1000,Philippines,PH,Catanduanes,,36779,36779
San Nicolas,18.1725,120.5958,Philippines,PH,Ilocos Norte,,36736,36736
Jamindan,11.4000,122.5000,Philippines,PH,Capiz,,36677,36677
Buug,7.7333,123.0667,Philippines,PH,Zamboanga Sibugay,,36634,36634
Puerto Galera,13.5000,120.9542,Philippines,PH,Oriental Mindoro,,36606,36606
Lilio,14.1300,121.4360,Philippines,PH,Laguna,,36582,36582
Oras,12.1333,125.4333,Philippines,PH,Eastern Samar,,36540,36540
Bacong,9.2464,123.2948,Philippines,PH,Negros Oriental,,36527,36527
Manucan,8.5161,123.0917,Philippines,PH,Zamboanga del Norte,,36526,36526
Nabas,11.8333,122.0833,Philippines,PH,Aklan,,36435,36435
Madridejos,11.2667,123.7333,Philippines,PH,Cebu,,36429,36429
Pamplona,13.6000,123.0833,Philippines,PH,Camarines Sur,,36390,36390
Tambulig,8.0667,123.5333,Philippines,PH,Zamboanga del Sur,,36160,36160
Lumba-a-Bayabao,7.8833,124.3833,Philippines,PH,Lanao del Sur,,36151,36151
Jordan,10.6000,122.6000,Philippines,PH,Guimaras,admin,36096,36096
Batobato,6.8244,126.0830,Philippines,PH,Davao Oriental,,36032,36032
Magsaysay,12.3333,121.1500,Philippines,PH,Occidental Mindoro,,36016,36016
Alicia,7.5060,122.9412,Philippines,PH,Zamboanga Sibugay,,36013,36013
Real,14.6667,121.6000,Philippines,PH,Quezon,,35979,35979
Mankayan,16.8667,120.7833,Philippines,PH,Benguet,,35953,35953
Bangar,16.9000,120.4167,Philippines,PH,La Union,,35947,35947
Enrile,17.5500,121.7000,Philippines,PH,Cagayan,,35834,35834
Luna,16.8500,120.3833,Philippines,PH,La Union,,35802,35802
San Andres,13.3667,122.6500,Philippines,PH,Quezon,,35780,35780
Bantay,17.5833,120.3833,Philippines,PH,Ilocos Sur,,35731,35731
Laur,15.5833,121.1833,Philippines,PH,Nueva Ecija,,35656,35656
San Nicolas,16.0700,120.7653,Philippines,PH,Pangasinan,,35574,35574
Borbon,10.8333,124.0000,Philippines,PH,Cebu,,35526,35526
Dinas,7.6136,123.3389,Philippines,PH,Zamboanga del Sur,,35504,35504
Bagabag,16.6044,121.2521,Philippines,PH,Nueva Vizcaya,,35501,35501
Caluya,11.9333,121.5500,Philippines,PH,Antique,,35496,35496
Tayasan,9.9167,123.1500,Philippines,PH,Negros Oriental,,35470,35470
Tago,9.0211,126.2317,Philippines,PH,Surigao del Sur,,35329,35329
Samal,14.7678,120.5431,Philippines,PH,Bataan,,35298,35298
Buldon,7.5167,124.3667,Philippines,PH,Maguindanao,,35282,35282
San Fernando,13.5667,123.1500,Philippines,PH,Camarines Sur,,35258,35258
Dagami,11.0611,124.9031,Philippines,PH,Leyte,,35147,35147
Sogod,10.7500,124.0000,Philippines,PH,Cebu,,35108,35108
Aborlan,9.4386,118.5481,Philippines,PH,Palawan,,35091,35091
Aurora,16.9918,121.6357,Philippines,PH,Isabela,,35017,35017
Santo Domingo,13.2350,123.7769,Philippines,PH,Albay,,34967,34967
Siayan,8.2519,123.1122,Philippines,PH,Zamboanga del Norte,,34966,34966
Palauig,15.4333,120.0500,Philippines,PH,Zambales,,34947,34947
Valencia,9.2833,123.2500,Philippines,PH,Negros Oriental,,34852,34852
Gasan,13.3167,121.8500,Philippines,PH,Marinduque,,34828,34828
Pola,13.1439,121.4400,Philippines,PH,Oriental Mindoro,,34701,34701
San Antonio,14.9486,120.0864,Philippines,PH,Zambales,,34661,34661
Gutalac,7.9833,122.4000,Philippines,PH,Zamboanga del Norte,,34654,34654
Sibuco,7.2833,122.0667,Philippines,PH,Zamboanga del Norte,,34620,34620
Magsaysay,9.0167,125.1833,Philippines,PH,Misamis Oriental,,34605,34605
Sagnay,13.6000,123.5167,Philippines,PH,Camarines Sur,,34546,34546
Gandara,12.0130,124.8118,Philippines,PH,Samar,,34434,34434
Imbatug,8.3128,124.6873,Philippines,PH,Bukidnon,,34336,34336
Pandan,11.7167,122.1000,Philippines,PH,Antique,,34333,34333
Ballesteros,18.4000,121.5167,Philippines,PH,Cagayan,,34299,34299
Palapag,12.5470,125.1160,Philippines,PH,Northern Samar,,34286,34286
Dueñas,11.0667,122.6167,Philippines,PH,Iloilo,,34242,34242
Canaman,13.6500,123.1667,Philippines,PH,Camarines Sur,,34210,34210
Tabango,11.3167,124.3667,Philippines,PH,Leyte,,34195,34195
Sual,16.0667,120.1000,Philippines,PH,Pangasinan,,34149,34149
Mogpog,13.4833,121.8667,Philippines,PH,Marinduque,,34043,34043
Cabanglasan,8.0667,125.3167,Philippines,PH,Bukidnon,,33997,33997
San Enrique,11.0697,122.6567,Philippines,PH,Iloilo,,33911,33911
Jagna,9.6500,124.3667,Philippines,PH,Bohol,,33892,33892
Guimbal,10.6667,122.3167,Philippines,PH,Iloilo,,33820,33820
Kadingilan,7.6000,124.9167,Philippines,PH,Bukidnon,,33778,33778
Olutanga,7.3106,122.8464,Philippines,PH,Zamboanga Sibugay,,33671,33671
San Marcelino,14.9742,120.1573,Philippines,PH,Zambales,,33665,33665
Bugasong,11.0500,122.0667,Philippines,PH,Antique,,33642,33642
Capoocan,11.2833,124.6500,Philippines,PH,Leyte,,33617,33617
Sulop,6.5986,125.3436,Philippines,PH,Davao del Sur,,33613,33613
Bayog,7.8474,123.0423,Philippines,PH,Zamboanga del Sur,,33591,33591
Allacapan,18.2270,121.5556,Philippines,PH,Cagayan,,33571,33571
Panglao,9.5833,123.7500,Philippines,PH,Bohol,,33553,33553
Languyan,5.2667,120.0833,Philippines,PH,Tawi-Tawi,,33494,33494
San Antonio,13.9000,121.3000,Philippines,PH,Quezon,minor,33467,33467
Malangas,7.6263,123.0340,Philippines,PH,Zamboanga Sibugay,,33380,33380
Sitangkai,4.6615,119.3919,Philippines,PH,Tawi-Tawi,,33334,33334
Columbio,6.7000,124.9333,Philippines,PH,Sultan Kudarat,,33258,33258
San Luis,13.8333,120.9333,Philippines,PH,Batangas,,33149,33149
Matalom,10.2833,124.8000,Philippines,PH,Leyte,,33121,33121
Balasan,11.4728,123.0878,Philippines,PH,Iloilo,,33088,33088
Pambujan,12.5667,124.9333,Philippines,PH,Northern Samar,,33062,33062
Tobias Fornier,10.5167,121.9500,Philippines,PH,Antique,,33046,33046
Santa Maria,15.9808,120.7003,Philippines,PH,Pangasinan,,33038,33038
Catubig,12.4000,125.0500,Philippines,PH,Northern Samar,,33025,33025
Marantao,7.9500,124.2330,Philippines,PH,Lanao del Sur,,32974,32974
Munai,7.9758,124.0636,Philippines,PH,Lanao del Norte,,32973,32973
Basista,15.8524,120.3976,Philippines,PH,Pangasinan,,32959,32959
San Quintin,15.9844,120.8150,Philippines,PH,Pangasinan,,32945,32945
Medina,8.9167,125.0167,Philippines,PH,Misamis Oriental,,32907,32907
Santa Ana,18.4667,122.1500,Philippines,PH,Cagayan,,32906,32906
Casiguran,12.8667,124.0167,Philippines,PH,Sorsogon,,32842,32842
Cuenca,13.9167,121.0500,Philippines,PH,Batangas,,32783,32783
Claveria,9.5667,125.7333,Philippines,PH,Surigao del Norte,,32773,32773
Barugo,11.3167,124.7333,Philippines,PH,Leyte,,32745,32745
Banate,11.0500,122.7833,Philippines,PH,Iloilo,,32532,32532
Abulug,18.4441,121.4576,Philippines,PH,Cagayan,,32497,32497
Dao,11.3944,122.6858,Philippines,PH,Capiz,,32496,32496
Leganes,10.7833,122.5833,Philippines,PH,Iloilo,,32480,32480
Diplahan,7.6939,122.9845,Philippines,PH,Zamboanga Sibugay,,32428,32428
Guindulman,9.7620,124.4880,Philippines,PH,Bohol,,32408,32408
Initao,8.5000,124.3167,Philippines,PH,Misamis Oriental,,32370,32370
Bonifacio,8.0527,123.6136,Philippines,PH,Misamis Occidental,,32345,32345
Juban,12.8500,123.9833,Philippines,PH,Sorsogon,,32320,32320
Bautista,15.7833,120.5000,Philippines,PH,Pangasinan,,32307,32307
Jalajala,14.3557,121.3233,Philippines,PH,Rizal,,32254,32254
Mayantoc,15.6167,120.3833,Philippines,PH,Tarlac,,32232,32232
Vintar,18.2250,120.6500,Philippines,PH,Ilocos Norte,,32220,32220
Bacarra,18.2519,120.6107,Philippines,PH,Ilocos Norte,,32215,32215
Capalonga,14.3333,122.5000,Philippines,PH,Camarines Norte,,32215,32215
Salug,8.1079,122.7542,Philippines,PH,Zamboanga del Norte,,32204,32204
Lupi Viejo,13.8167,122.9000,Philippines,PH,Camarines Sur,,32167,32167
Luuk,5.9676,121.3133,Philippines,PH,Sulu,,32162,32162
San Luis,8.4964,125.7364,Philippines,PH,Agusan del Sur,,32109,32109
Aloguinsan,10.2229,123.5491,Philippines,PH,Cebu,,32100,32100
Midsalip,8.0324,123.3145,Philippines,PH,Zamboanga del Sur,,32075,32075
Batan,11.5833,122.5000,Philippines,PH,Aklan,,32032,32032
Pinukpuk,17.6000,121.3667,Philippines,PH,Kalinga,,32026,32026
Dumalinao,7.8167,123.3667,Philippines,PH,Zamboanga del Sur,,32013,32013
Igbaras,10.7167,122.2667,Philippines,PH,Iloilo,,32004,32004
Trinidad,10.0795,124.3432,Philippines,PH,Bohol,,31956,31956
San Remigio,10.8331,122.0875,Philippines,PH,Antique,,31935,31935
Numancia,11.7000,122.3333,Philippines,PH,Aklan,,31934,31934
Naguilian,17.0167,121.8500,Philippines,PH,Isabela,,31902,31902
San Manuel,17.0167,121.6333,Philippines,PH,Isabela,,31896,31896
Balimbing,7.9000,123.8500,Philippines,PH,Lanao del Norte,,31845,31845
Shariff Aguak,6.8647,124.4417,Philippines,PH,Maguindanao,admin,31692,31692
Payao,7.5857,122.8022,Philippines,PH,Zamboanga Sibugay,,31686,31686
San Isidro,11.4167,124.3500,Philippines,PH,Leyte,,31641,31641
Badoc,17.9267,120.4754,Philippines,PH,Ilocos Norte,,31616,31616
Kalingalan Caluang,5.8833,121.2667,Philippines,PH,Sulu,,31567,31567
Mendez-Nuñez,14.1286,120.9058,Philippines,PH,Cavite,,31529,31529
Laoac East,16.0333,120.5500,Philippines,PH,Pangasinan,,31497,31497
Cantilan,9.3336,125.9775,Philippines,PH,Surigao del Sur,,31492,31492
Lingig,8.0381,126.4127,Philippines,PH,Surigao del Sur,,31485,31485
Abra de Ilog,13.4448,120.7260,Philippines,PH,Occidental Mindoro,,31306,31306
San Vicente,10.5333,119.2833,Philippines,PH,Palawan,,31232,31232
Calubian,11.4500,124.4167,Philippines,PH,Leyte,,31228,31228
Simunul,4.8980,119.8213,Philippines,PH,Tawi-Tawi,,31223,31223
Milaor,13.6000,123.1833,Philippines,PH,Camarines Sur,,31150,31150
Moalboal,9.9500,123.4000,Philippines,PH,Cebu,,31130,31130
Balungao,15.9000,120.7000,Philippines,PH,Pangasinan,,31106,31106
Bauko,16.9833,120.8667,Philippines,PH,Mountain,,31065,31065
Getafe,10.1500,124.1500,Philippines,PH,Bohol,,30955,30955
Jimalalud,9.9797,123.1999,Philippines,PH,Negros Oriental,,30945,30945
Balatan,13.3167,123.2333,Philippines,PH,Camarines Sur,,30922,30922
Sapa Sapa,5.0899,120.2729,Philippines,PH,Tawi-Tawi,,30917,30917
Calape,9.8833,123.8833,Philippines,PH,Bohol,,30863,30863
Lemery,11.2333,122.9333,Philippines,PH,Iloilo,,30851,30851
Santa Maria,14.4750,121.4250,Philippines,PH,Laguna,,30830,30830
Magsingal,17.6850,120.4244,Philippines,PH,Ilocos Sur,,30792,30792
Lumbang,14.3000,121.4667,Philippines,PH,Laguna,,30652,30652
Simbahan,6.3000,120.5833,Philippines,PH,Sulu,,30613,30613
Cabarroguis,16.5833,121.5000,Philippines,PH,Quirino,admin,30582,30582
Polillo,14.7167,121.9500,Philippines,PH,Quezon,,30582,30582
San Roque,12.5330,124.8670,Philippines,PH,Northern Samar,,30580,30580
Torrijos,13.3167,122.0833,Philippines,PH,Marinduque,,30524,30524
Catmon,10.6667,123.9500,Philippines,PH,Cebu,,30471,30471
Mallig,17.2000,121.6167,Philippines,PH,Isabela,,30459,30459
Sibagat,8.8219,125.6938,Philippines,PH,Agusan del Sur,,30442,30442
Sibutu,4.8500,119.4667,Philippines,PH,Tawi-Tawi,,30387,30387
San Jacinto,12.5667,123.7333,Philippines,PH,Masbate,,30372,30372
Santa Maria,17.3667,120.4833,Philippines,PH,Ilocos Sur,,30321,30321
Damulog,7.4833,124.9333,Philippines,PH,Bukidnon,,30302,30302
Sergio Osmeña Sr,8.2988,123.5036,Philippines,PH,Zamboanga del Sur,,30220,30220
Buguey,18.2882,121.8331,Philippines,PH,Cagayan,minor,30175,30175
Sigma,11.4214,122.6662,Philippines,PH,Capiz,,30134,30134
Dimataling,7.5333,123.3667,Philippines,PH,Zamboanga del Sur,,30081,30081
Caramoran,13.9833,124.1333,Philippines,PH,Catanduanes,,30056,30056
Buenavista,13.7394,122.4675,Philippines,PH,Quezon,,30047,30047
Talayan,6.9844,124.3564,Philippines,PH,Maguindanao,,30032,30032
Barira,7.4833,124.3000,Philippines,PH,Maguindanao,,30004,30004
Hinunangan,10.4000,125.2000,Philippines,PH,Southern Leyte,,29976,29976
Talusan,7.4263,122.8084,Philippines,PH,Zamboanga Sibugay,,29969,29969
Pantabangan,15.8167,121.1500,Philippines,PH,Nueva Ecija,,29925,29925
Claveria,18.6000,121.0833,Philippines,PH,Cagayan,,29921,29921
Gamu,17.0500,121.8333,Philippines,PH,Isabela,,29904,29904
Morong,14.6800,120.2683,Philippines,PH,Bataan,,29901,29901
Peñaranda,15.3500,121.0000,Philippines,PH,Nueva Ecija,,29882,29882
Merida,10.9098,124.5376,Philippines,PH,Leyte,,29863,29863
Calintaan,12.5756,120.9428,Philippines,PH,Occidental Mindoro,,29826,29826
Matanog,7.4667,124.2500,Philippines,PH,Maguindanao,,29770,29770
Dipaculao,15.9833,121.6333,Philippines,PH,Aurora,,29736,29736
Alubijid,8.5714,124.4751,Philippines,PH,Misamis Oriental,,29724,29724
General Nakar,14.7631,121.6350,Philippines,PH,Quezon,,29705,29705
President Roxas,11.4300,122.9300,Philippines,PH,Capiz,,29676,29676
Benito Soliven,16.9833,121.9500,Philippines,PH,Isabela,,29624,29624
Lianga,8.6330,126.0932,Philippines,PH,Surigao del Sur,minor,29493,29493
Candijay,9.8180,124.4960,Philippines,PH,Bohol,,29475,29475
Dumalag,11.3000,122.6167,Philippines,PH,Capiz,,29466,29466
Tandubas,5.1340,120.3461,Philippines,PH,Tawi-Tawi,,29390,29390
Mataas Na Kahoy,13.9667,121.0833,Philippines,PH,Batangas,,29187,29187
Balindong,7.9167,124.2000,Philippines,PH,Lanao del Sur,,29180,29180
Masiu,7.8167,124.3167,Philippines,PH,Lanao del Sur,,29176,29176
Dasol,15.9896,119.8805,Philippines,PH,Pangasinan,,29110,29110
Ivisan,11.5217,122.6908,Philippines,PH,Capiz,,29055,29055
Pasuquin,18.3333,120.6167,Philippines,PH,Ilocos Norte,,28980,28980
Tudela,8.2472,123.8424,Philippines,PH,Misamis Occidental,,28932,28932
Balete,11.5500,122.3833,Philippines,PH,Aklan,,28920,28920
Bontoc,10.3500,124.9667,Philippines,PH,Southern Leyte,,28905,28905
Dolores,14.0157,121.4011,Philippines,PH,Quezon,,28891,28891
New Panamao,5.9667,121.2000,Philippines,PH,Sulu,,28817,28817
Siraway,7.5881,122.1424,Philippines,PH,Zamboanga del Norte,,28799,28799
Lavezares,12.5333,124.3333,Philippines,PH,Northern Samar,,28770,28770
Tubao,16.3500,120.4167,Philippines,PH,La Union,,28729,28729
Salay,8.8667,124.8000,Philippines,PH,Misamis Oriental,,28705,28705
Anilao,10.9785,122.7531,Philippines,PH,Iloilo,,28684,28684
Santa Fe,11.1500,123.8000,Philippines,PH,Cebu,,28603,28603
Kumalarang,7.7500,123.1500,Philippines,PH,Zamboanga del Sur,,28469,28469
Manticao,8.4042,124.2867,Philippines,PH,Misamis Oriental,,28422,28422
Las Nieves,8.7351,125.6010,Philippines,PH,Agusan del Norte,,28414,28414
Saint Bernard,10.2833,125.1333,Philippines,PH,Southern Leyte,,28395,28395
Datu Paglas,6.7669,124.8500,Philippines,PH,Maguindanao,,28387,28387
San Narciso,15.0167,120.0833,Philippines,PH,Zambales,,28360,28360
Licab,15.5439,120.7634,Philippines,PH,Nueva Ecija,,28254,28254
Libacao,11.4833,122.3000,Philippines,PH,Aklan,,28241,28241
Villareal,11.5667,124.9333,Philippines,PH,Samar,,28230,28230
La Paz,8.2801,125.8092,Philippines,PH,Agusan del Sur,,28217,28217
Macalelon,13.7500,122.1333,Philippines,PH,Quezon,,28188,28188
Paracelis,17.2667,121.4667,Philippines,PH,Mountain,,28121,28121
Agno,16.1161,119.8027,Philippines,PH,Pangasinan,,28052,28052
Sexmoan,14.9333,120.6167,Philippines,PH,Pampanga,,28004,28004
Santo Domingo,17.6333,120.4083,Philippines,PH,Ilocos Sur,,27975,27975
Oslob,9.5500,123.4000,Philippines,PH,Cebu,,27893,27893
Caridad,14.4828,120.8958,Philippines,PH,Cavite,,27891,27891
Pantao-Ragat,8.0500,124.1500,Philippines,PH,Lanao del Norte,,27866,27866
Iguig,17.7500,121.7333,Philippines,PH,Cagayan,,27862,27862
Mahaplag,10.5833,124.9833,Philippines,PH,Leyte,,27823,27823
Babatngon,11.4207,124.8434,Philippines,PH,Leyte,,27797,27797
Majayjay,14.1463,121.4729,Philippines,PH,Laguna,,27792,27792
Aglipay,16.4889,121.5874,Philippines,PH,Quirino,,27787,27787
Dauin,9.2000,123.2667,Philippines,PH,Negros Oriental,,27786,27786
Pulupandan,10.5167,122.8000,Philippines,PH,Negros Occidental,,27735,27735
San Miguel,10.7833,122.4667,Philippines,PH,Iloilo,,27686,27686
Sumilao,8.2872,124.9456,Philippines,PH,Bukidnon,,27660,27660
Jimenez,8.3333,123.8333,Philippines,PH,Misamis Occidental,,27654,27654
Aloran,8.4146,123.8228,Philippines,PH,Misamis Occidental,,27625,27625
Zamboanguita,9.1167,123.2000,Philippines,PH,Negros Oriental,,27552,27552
Dupax Del Norte,16.2864,121.0942,Philippines,PH,Nueva Vizcaya,,27514,27514
San Jose,10.0083,125.5889,Philippines,PH,Dinagat Islands,,27487,27487
Cuartero,11.3500,122.6667,Philippines,PH,Capiz,,27408,27408
Ponot,8.4500,123.0333,Philippines,PH,Zamboanga del Norte,,27388,27388
San Luis,15.7167,121.5167,Philippines,PH,Aurora,,27352,27352
Lapuyan,7.6333,123.2000,Philippines,PH,Zamboanga del Sur,,27264,27264
Siquijor,9.1833,123.5500,Philippines,PH,Siquijor,admin,26861,26861
Bontoc,17.0872,120.9756,Philippines,PH,Mountain,admin,24643,24643
Padre Burgos,13.9226,121.8116,Philippines,PH,Quezon,minor,22460,22460
Maribojoc,9.7500,123.8500,Philippines,PH,Bohol,minor,20688,20688
Baclayon,9.6227,123.9135,Philippines,PH,Bohol,minor,20591,20591
Lagawe,16.8167,121.1000,Philippines,PH,Ifugao,admin,19333,19333
Tingloy,13.6500,120.8667,Philippines,PH,Batangas,minor,17919,17919
Anda,9.7420,124.5737,Philippines,PH,Bohol,minor,16462,16462
Alcantara,9.9715,123.4047,Philippines,PH,Cebu,minor,15160,15160
Agdangan,13.8758,121.9122,Philippines,PH,Quezon,minor,12851,12851
Perez,14.1833,121.9333,Philippines,PH,Quezon,minor,12173,12173
Padre Burgos,10.0333,125.0167,Philippines,PH,Southern Leyte,minor,11091,11091
Basco,20.4500,121.9667,Philippines,PH,Batanes,admin,8579,8579
Corella,9.6833,123.9167,Philippines,PH,Bohol,minor,8479,8479
Sikatuna,9.6833,123.9667,Philippines,PH,Bohol,minor,6726,6726
Oroquieta,8.4859,123.8048,Philippines,PH,Misamis Occidental,admin,,
Kabugao,18.0231,121.1840,Philippines,PH,Apayao,admin,,
Santa Cruz,14.1167,121.2833,Philippines,PH,Laguna,admin,,
Koronadal,6.2541,124.9922,Philippines,PH,South Cotabato,admin,,
San Jose,10.1800,125.5683,Philippines,PH,Dinagat Islands,admin,,
Tabuk,17.4084,121.2785,Philippines,PH,Kalinga,admin,,
Pili,13.7177,123.7448,Philippines,PH,Camarines Sur,admin,,
Madridejos,9.7912,123.3462,Philippines,PH,Cebu,minor,,
